"year","state","acres","farms","cropland","cropland_irr","cropland_nonirr","agland","pastureland","deflator","cpi"
1980,"IDAHO",15200000,24400,NA,NA,NA,698,NA,44.37825,82.4083333333333
1981,"IDAHO",15000000,24300,NA,NA,NA,774,NA,48.5215,90.925
1982,"IDAHO",14900000,24700,NA,NA,NA,839,NA,51.53025,96.5
1983,"IDAHO",14900000,24500,NA,NA,NA,814,NA,53.5535,99.6
1984,"IDAHO",14700000,24600,NA,NA,NA,808,NA,55.45925,103.883333333333
1985,"IDAHO",14500000,24600,NA,NA,NA,739,NA,57.23575,107.566666666667
1986,"IDAHO",14200000,24000,NA,NA,NA,631,NA,58.393,109.608333333333
1987,"IDAHO",13800000,23000,NA,NA,NA,552,NA,59.8785,113.625
1988,"IDAHO",13700000,22500,NA,NA,NA,572,NA,61.9735,118.258333333333
1989,"IDAHO",13700000,22100,NA,NA,NA,593,NA,64.38775,123.966666666667
1990,"IDAHO",13700000,21800,NA,NA,NA,658,NA,66.77425,130.658333333333
1991,"IDAHO",13500000,21400,NA,NA,NA,654,NA,68.993,136.191666666667
1992,"IDAHO",13500000,21000,NA,NA,NA,680,NA,70.5635,140.316666666667
1993,"IDAHO",12200000,23500,NA,NA,NA,682,NA,72.24375,144.458333333333
1994,"IDAHO",12200000,23500,NA,NA,NA,780,NA,73.7805,148.225
1995,"IDAHO",12200000,23500,NA,NA,NA,840,NA,75.32125,152.383333333333
1996,"IDAHO",12100000,24000,NA,NA,NA,900,NA,76.695,156.85
1997,"IDAHO",12000000,24500,1320,1700,660,960,640,78.0085,160.516666666667
1998,"IDAHO",12000000,24500,1370,1760,680,1020,700,78.85475,163.008333333333
1999,"IDAHO",11900000,24500,1410,1820,700,1090,700,80.0605,166.575
2000,"IDAHO",11900000,24500,1470,1900,720,1150,700,81.88275,172.2
2001,"IDAHO",11800000,24500,1530,1980,740,1200,700,83.75275,177.066666666667
2002,"IDAHO",11800000,25000,1600,2080,760,1240,700,85.0375,179.875
2003,"IDAHO",11800000,25000,1680,2200,780,1280,700,86.7285,183.958333333333
2004,"IDAHO",11700000,25000,1500,2250,780,1320,700,89.1135,188.883333333333
2005,"IDAHO",11700000,25000,1810,2800,850,1650,900,91.98125,195.291666666667
2006,"IDAHO",11600000,25000,2450,3900,1050,2200,1450,94.8115,201.591666666667
2007,"IDAHO",11500000,25400,2770,4350,1230,2480,1620,97.33375,207.342416666667
2008,"IDAHO",11500000,25400,2800,4500,1360,2500,1610,99.24975,215.3025
2009,"IDAHO",11500000,25800,2610,4000,1300,2200,1280,99.99975,214.537
2010,"IDAHO",11500000,25400,2480,3820,1230,2110,1260,101.217,218.0555
2011,"IDAHO",11600000,25100,2470,3820,1210,2060,1230,103.30725,224.939166666667
2012,"IDAHO",11800000,24800,2580,4040,1210,2140,1220,105.213,229.593916666667
2013,"IDAHO",11800000,24500,2850,4240,1310,2220,1220,106.90975,232.957083333333
2014,"IDAHO",11800000,24400,3040,4600,1320,2360,1220,108.82275,236.736166666667
2015,"IDAHO",11800000,24400,3200,4830,1400,2470,1250,109.9965,237.017
2016,"IDAHO",11800000,24400,3300,5000,1420,2500,1300,111.436,240.007166666667
1850,"ILLINOIS",NA,NA,NA,NA,NA,8,NA,NA,NA
1860,"ILLINOIS",NA,NA,NA,NA,NA,20,NA,NA,NA
1870,"ILLINOIS",NA,NA,NA,NA,NA,28,NA,NA,NA
1880,"ILLINOIS",NA,NA,NA,NA,NA,32,NA,NA,NA
1890,"ILLINOIS",NA,NA,NA,NA,NA,41,NA,NA,NA
1900,"ILLINOIS",NA,NA,NA,NA,NA,54,NA,NA,NA
1910,"ILLINOIS",NA,253000,NA,NA,NA,108,NA,NA,NA
1911,"ILLINOIS",NA,252000,NA,NA,NA,112,NA,NA,NA
1912,"ILLINOIS",NA,251000,NA,NA,NA,115,NA,NA,NA
1913,"ILLINOIS",NA,250000,NA,NA,NA,119,NA,NA,9.88333333333333
1914,"ILLINOIS",NA,248000,NA,NA,NA,123,NA,NA,10.0166666666667
1915,"ILLINOIS",NA,247000,NA,NA,NA,121,NA,NA,10.1083333333333
1916,"ILLINOIS",NA,245000,NA,NA,NA,124,NA,NA,10.8833333333333
1917,"ILLINOIS",NA,244000,NA,NA,NA,131,NA,NA,12.825
1918,"ILLINOIS",NA,242000,NA,NA,NA,140,NA,NA,15.0416666666667
1919,"ILLINOIS",NA,241000,NA,NA,NA,153,NA,NA,17.3333333333333
1920,"ILLINOIS",NA,240000,NA,NA,NA,188,NA,NA,20.0416666666667
1921,"ILLINOIS",NA,238000,NA,NA,NA,181,NA,NA,17.85
1922,"ILLINOIS",NA,236000,NA,NA,NA,149,NA,NA,16.75
1923,"ILLINOIS",NA,234000,NA,NA,NA,146,NA,NA,17.05
1924,"ILLINOIS",NA,231000,NA,NA,NA,137,NA,NA,17.125
1925,"ILLINOIS",NA,228000,NA,NA,NA,137,NA,NA,17.5416666666667
1926,"ILLINOIS",NA,226000,NA,NA,NA,130,NA,NA,17.7
1927,"ILLINOIS",NA,227000,NA,NA,NA,118,NA,NA,17.3583333333333
1928,"ILLINOIS",NA,229000,NA,NA,NA,114,NA,NA,17.1583333333333
1929,"ILLINOIS",NA,230000,NA,NA,NA,113,NA,NA,17.1583333333333
1930,"ILLINOIS",NA,230000,NA,NA,NA,109,NA,NA,16.7
1931,"ILLINOIS",NA,230000,NA,NA,NA,96,NA,NA,15.2083333333333
1932,"ILLINOIS",NA,231000,NA,NA,NA,79,NA,NA,13.6416666666667
1933,"ILLINOIS",NA,233000,NA,NA,NA,65,NA,NA,12.9333333333333
1934,"ILLINOIS",NA,233000,NA,NA,NA,70,NA,NA,13.3833333333333
1935,"ILLINOIS",NA,231000,NA,NA,NA,72,NA,NA,13.725
1936,"ILLINOIS",NA,226000,NA,NA,NA,75,NA,NA,13.8666666666667
1937,"ILLINOIS",NA,224000,NA,NA,NA,79,NA,NA,14.3833333333333
1938,"ILLINOIS",NA,222000,NA,NA,NA,81,NA,NA,14.0916666666667
1939,"ILLINOIS",NA,222000,NA,NA,NA,80,NA,NA,13.9083333333333
1940,"ILLINOIS",NA,221000,NA,NA,NA,82,NA,NA,14.0083333333333
1941,"ILLINOIS",NA,218000,NA,NA,NA,83,NA,NA,14.725
1942,"ILLINOIS",NA,216000,NA,NA,NA,94,NA,NA,16.3333333333333
1943,"ILLINOIS",NA,211000,NA,NA,NA,98,NA,NA,17.3083333333333
1944,"ILLINOIS",NA,208000,NA,NA,NA,113,NA,NA,17.5916666666667
1945,"ILLINOIS",NA,206000,NA,NA,NA,121,NA,NA,17.9916666666667
1946,"ILLINOIS",NA,208000,NA,NA,NA,134,NA,NA,19.5166666666667
1947,"ILLINOIS",NA,206000,NA,NA,NA,153,NA,12.886,22.325
1948,"ILLINOIS",NA,204000,NA,NA,NA,162,NA,13.603,24.0416666666667
1949,"ILLINOIS",NA,203000,NA,NA,NA,170,NA,13.58075,23.8083333333333
1950,"ILLINOIS",31700000,203000,NA,NA,NA,174,NA,13.7375,24.0666666666667
1951,"ILLINOIS",31600000,198000,NA,NA,NA,204,NA,14.7145,25.9583333333333
1952,"ILLINOIS",31600000,192000,NA,NA,NA,221,NA,14.971,26.55
1953,"ILLINOIS",31500000,186000,NA,NA,NA,226,NA,15.157,26.7666666666667
1954,"ILLINOIS",31300000,181000,NA,NA,NA,230,NA,15.2975,26.85
1955,"ILLINOIS",31300000,178000,NA,NA,NA,234,NA,15.55775,26.775
1956,"ILLINOIS",31200000,175000,NA,NA,NA,248,NA,16.09,27.1833333333333
1957,"ILLINOIS",31100000,172000,NA,NA,NA,275,NA,16.6245,28.0916666666667
1958,"ILLINOIS",31000000,168000,NA,NA,NA,283,NA,16.9995,28.8583333333333
1959,"ILLINOIS",30900000,164000,NA,NA,NA,311,NA,17.23675,29.15
1960,"ILLINOIS",30700000,159000,NA,NA,NA,316,NA,17.4765,29.575
1961,"ILLINOIS",30600000,155000,NA,NA,NA,306,NA,17.66775,29.8916666666667
1962,"ILLINOIS",30500000,151000,NA,NA,NA,315,NA,17.886,30.25
1963,"ILLINOIS",30400000,148000,NA,NA,NA,332,NA,18.08725,30.625
1964,"ILLINOIS",30300000,144000,NA,NA,NA,349,NA,18.365,31.0166666666667
1965,"ILLINOIS",30200000,140000,NA,NA,NA,372,NA,18.7,31.5083333333333
1966,"ILLINOIS",30100000,136000,NA,NA,NA,420,NA,19.226,32.4583333333333
1967,"ILLINOIS",30000000,133000,NA,NA,NA,449,NA,19.78475,33.3583333333333
1968,"ILLINOIS",29800000,131000,NA,NA,NA,470,NA,20.62475,34.7833333333333
1969,"ILLINOIS",29700000,130000,NA,NA,NA,493,NA,21.6415,36.6833333333333
1970,"ILLINOIS",29500000,128000,NA,NA,NA,490,NA,22.7845,38.825
1971,"ILLINOIS",29400000,127000,NA,NA,NA,494,NA,23.9395,40.4916666666667
1972,"ILLINOIS",29400000,126000,NA,NA,NA,522,NA,24.97325,41.8166666666667
1973,"ILLINOIS",29300000,125000,NA,NA,NA,567,NA,26.33475,44.4
1974,"ILLINOIS",29200000,124000,NA,NA,NA,720,NA,28.7075,49.3083333333333
1975,"ILLINOIS",29100000,113000,NA,NA,NA,846,NA,31.35275,53.8166666666667
1976,"ILLINOIS",29000000,112000,NA,NA,NA,1062,NA,33.07925,56.9083333333333
1977,"ILLINOIS",28900000,111000,NA,NA,NA,1458,NA,35.1265,60.6083333333333
1978,"ILLINOIS",28800000,110000,NA,NA,NA,1625,NA,37.58525,65.2333333333333
1979,"ILLINOIS",28800000,108000,NA,NA,NA,1858,NA,40.70175,72.575
1980,"ILLINOIS",28800000,107000,NA,NA,NA,2041,NA,44.37825,82.4083333333333
1981,"ILLINOIS",28800000,107000,NA,NA,NA,2188,NA,48.5215,90.925
1982,"ILLINOIS",28700000,104000,NA,NA,NA,2023,NA,51.53025,96.5
1983,"ILLINOIS",28700000,100000,NA,NA,NA,1837,NA,53.5535,99.6
1984,"ILLINOIS",28700000,96000,NA,NA,NA,1845,NA,55.45925,103.883333333333
1985,"ILLINOIS",28700000,93000,NA,NA,NA,1381,NA,57.23575,107.566666666667
1986,"ILLINOIS",28700000,91000,NA,NA,NA,1232,NA,58.393,109.608333333333
1987,"ILLINOIS",28600000,89000,NA,NA,NA,1149,NA,59.8785,113.625
1988,"ILLINOIS",28600000,88000,NA,NA,NA,1262,NA,61.9735,118.258333333333
1989,"ILLINOIS",28500000,86000,NA,NA,NA,1391,NA,64.38775,123.966666666667
1990,"ILLINOIS",28400000,83000,NA,NA,NA,1405,NA,66.77425,130.658333333333
1991,"ILLINOIS",28300000,82000,NA,NA,NA,1459,NA,68.993,136.191666666667
1992,"ILLINOIS",28200000,81000,NA,NA,NA,1536,NA,70.5635,140.316666666667
1993,"ILLINOIS",28100000,81000,NA,NA,NA,1548,NA,72.24375,144.458333333333
1994,"ILLINOIS",28100000,80000,NA,NA,NA,1670,NA,73.7805,148.225
1995,"ILLINOIS",28000000,80000,NA,NA,NA,1820,NA,75.32125,152.383333333333
1996,"ILLINOIS",27900000,79000,NA,NA,NA,1900,NA,76.695,156.85
1997,"ILLINOIS",27800000,79000,2070,NA,NA,1980,870,78.0085,160.516666666667
1998,"ILLINOIS",27700000,79000,2240,NA,NA,2130,940,78.85475,163.008333333333
1999,"ILLINOIS",27600000,79000,2320,NA,NA,2220,980,80.0605,166.575
2000,"ILLINOIS",27500000,77000,2350,NA,NA,2260,1000,81.88275,172.2
2001,"ILLINOIS",27500000,75000,2370,NA,NA,2290,1010,83.75275,177.066666666667
2002,"ILLINOIS",27500000,73000,2430,NA,NA,2350,1030,85.0375,179.875
2003,"ILLINOIS",27400000,73000,2500,NA,NA,2430,1060,86.7285,183.958333333333
2004,"ILLINOIS",27200000,72800,2650,NA,NA,2560,1090,89.1135,188.883333333333
2005,"ILLINOIS",27000000,72500,3250,NA,NA,3210,1660,91.98125,195.291666666667
2006,"ILLINOIS",26900000,72400,3640,NA,NA,3590,1940,94.8115,201.591666666667
2007,"ILLINOIS",26800000,76900,4150,NA,NA,4020,2350,97.33375,207.342416666667
2008,"ILLINOIS",26700000,76600,4850,NA,NA,4550,2550,99.24975,215.3025
2009,"ILLINOIS",26900000,76200,4590,NA,NA,4450,2360,99.99975,214.537
2010,"ILLINOIS",26900000,75900,4720,NA,NA,4720,2500,101.217,218.0555
2011,"ILLINOIS",27000000,75500,5480,NA,NA,5390,2650,103.30725,224.939166666667
2012,"ILLINOIS",26900000,75100,6300,NA,NA,6210,2870,105.213,229.593916666667
2013,"ILLINOIS",26900000,75100,7190,NA,NA,7100,3370,106.90975,232.957083333333
2014,"ILLINOIS",26900000,74500,7700,NA,NA,7520,3400,108.82275,236.736166666667
2015,"ILLINOIS",26800000,73400,7650,NA,NA,7500,3550,109.9965,237.017
2016,"ILLINOIS",26800000,73400,7450,NA,NA,7400,3400,111.436,240.007166666667
1850,"INDIANA",NA,NA,NA,NA,NA,11,NA,NA,NA
1860,"INDIANA",NA,NA,NA,NA,NA,22,NA,NA,NA
1870,"INDIANA",NA,NA,NA,NA,NA,28,NA,NA,NA
1880,"INDIANA",NA,NA,NA,NA,NA,31,NA,NA,NA
1890,"INDIANA",NA,NA,NA,NA,NA,37,NA,NA,NA
1900,"INDIANA",NA,NA,NA,NA,NA,39,NA,NA,NA
1910,"INDIANA",NA,216000,NA,NA,NA,75,NA,NA,NA
1911,"INDIANA",NA,215000,NA,NA,NA,77,NA,NA,NA
1912,"INDIANA",NA,214000,NA,NA,NA,79,NA,NA,NA
1913,"INDIANA",NA,213000,NA,NA,NA,81,NA,NA,9.88333333333333
1914,"INDIANA",NA,212000,NA,NA,NA,82,NA,NA,10.0166666666667
1915,"INDIANA",NA,211000,NA,NA,NA,81,NA,NA,10.1083333333333
1916,"INDIANA",NA,210000,NA,NA,NA,88,NA,NA,10.8833333333333
1917,"INDIANA",NA,209000,NA,NA,NA,92,NA,NA,12.825
1918,"INDIANA",NA,208000,NA,NA,NA,101,NA,NA,15.0416666666667
1919,"INDIANA",NA,207000,NA,NA,NA,106,NA,NA,17.3333333333333
1920,"INDIANA",NA,206000,NA,NA,NA,126,NA,NA,20.0416666666667
1921,"INDIANA",NA,204000,NA,NA,NA,117,NA,NA,17.85
1922,"INDIANA",NA,202000,NA,NA,NA,95,NA,NA,16.75
1923,"INDIANA",NA,201000,NA,NA,NA,93,NA,NA,17.05
1924,"INDIANA",NA,199000,NA,NA,NA,89,NA,NA,17.125
1925,"INDIANA",NA,197000,NA,NA,NA,85,NA,NA,17.5416666666667
1926,"INDIANA",NA,196000,NA,NA,NA,81,NA,NA,17.7
1927,"INDIANA",NA,196000,NA,NA,NA,74,NA,NA,17.3583333333333
1928,"INDIANA",NA,196000,NA,NA,NA,73,NA,NA,17.1583333333333
1929,"INDIANA",NA,196000,NA,NA,NA,73,NA,NA,17.1583333333333
1930,"INDIANA",NA,196000,NA,NA,NA,72,NA,NA,16.7
1931,"INDIANA",NA,196000,NA,NA,NA,65,NA,NA,15.2083333333333
1932,"INDIANA",NA,197000,NA,NA,NA,54,NA,NA,13.6416666666667
1933,"INDIANA",NA,198000,NA,NA,NA,48,NA,NA,12.9333333333333
1934,"INDIANA",NA,200000,NA,NA,NA,50,NA,NA,13.3833333333333
1935,"INDIANA",NA,201000,NA,NA,NA,54,NA,NA,13.725
1936,"INDIANA",NA,200000,NA,NA,NA,58,NA,NA,13.8666666666667
1937,"INDIANA",NA,200000,NA,NA,NA,61,NA,NA,14.3833333333333
1938,"INDIANA",NA,200000,NA,NA,NA,63,NA,NA,14.0916666666667
1939,"INDIANA",NA,199000,NA,NA,NA,62,NA,NA,13.9083333333333
1940,"INDIANA",NA,190000,NA,NA,NA,63,NA,NA,14.0083333333333
1941,"INDIANA",NA,188000,NA,NA,NA,65,NA,NA,14.725
1942,"INDIANA",NA,184000,NA,NA,NA,73,NA,NA,16.3333333333333
1943,"INDIANA",NA,179000,NA,NA,NA,80,NA,NA,17.3083333333333
1944,"INDIANA",NA,174000,NA,NA,NA,91,NA,NA,17.5916666666667
1945,"INDIANA",NA,177000,NA,NA,NA,100,NA,NA,17.9916666666667
1946,"INDIANA",NA,179000,NA,NA,NA,116,NA,NA,19.5166666666667
1947,"INDIANA",NA,179000,NA,NA,NA,126,NA,12.886,22.325
1948,"INDIANA",NA,177000,NA,NA,NA,136,NA,13.603,24.0416666666667
1949,"INDIANA",NA,176000,NA,NA,NA,139,NA,13.58075,23.8083333333333
1950,"INDIANA",20200000,174000,NA,NA,NA,137,NA,13.7375,24.0666666666667
1951,"INDIANA",20000000,168000,NA,NA,NA,165,NA,14.7145,25.9583333333333
1952,"INDIANA",19900000,162000,NA,NA,NA,182,NA,14.971,26.55
1953,"INDIANA",19800000,158000,NA,NA,NA,187,NA,15.157,26.7666666666667
1954,"INDIANA",19700000,154000,NA,NA,NA,185,NA,15.2975,26.85
1955,"INDIANA",19700000,150000,NA,NA,NA,198,NA,15.55775,26.775
1956,"INDIANA",19700000,147000,NA,NA,NA,210,NA,16.09,27.1833333333333
1957,"INDIANA",19600000,144000,NA,NA,NA,230,NA,16.6245,28.0916666666667
1958,"INDIANA",19500000,141000,NA,NA,NA,242,NA,16.9995,28.8583333333333
1959,"INDIANA",19400000,138000,NA,NA,NA,257,NA,17.23675,29.15
1960,"INDIANA",19400000,134000,NA,NA,NA,264,NA,17.4765,29.575
1961,"INDIANA",19200000,130000,NA,NA,NA,256,NA,17.66775,29.8916666666667
1962,"INDIANA",19000000,126000,NA,NA,NA,264,NA,17.886,30.25
1963,"INDIANA",18700000,121000,NA,NA,NA,277,NA,18.08725,30.625
1964,"INDIANA",18500000,117000,NA,NA,NA,298,NA,18.365,31.0166666666667
1965,"INDIANA",18300000,115000,NA,NA,NA,318,NA,18.7,31.5083333333333
1966,"INDIANA",18100000,113000,NA,NA,NA,364,NA,19.226,32.4583333333333
1967,"INDIANA",17800000,111000,NA,NA,NA,393,NA,19.78475,33.3583333333333
1968,"INDIANA",17700000,110000,NA,NA,NA,415,NA,20.62475,34.7833333333333
1969,"INDIANA",17500000,109000,NA,NA,NA,417,NA,21.6415,36.6833333333333
1970,"INDIANA",17500000,107000,NA,NA,NA,406,NA,22.7845,38.825
1971,"INDIANA",17500000,105000,NA,NA,NA,422,NA,23.9395,40.4916666666667
1972,"INDIANA",17400000,103000,NA,NA,NA,435,NA,24.97325,41.8166666666667
1973,"INDIANA",17300000,102000,NA,NA,NA,494,NA,26.33475,44.4
1974,"INDIANA",17200000,100000,NA,NA,NA,592,NA,28.7075,49.3083333333333
1975,"INDIANA",17100000,94000,NA,NA,NA,720,NA,31.35275,53.8166666666667
1976,"INDIANA",17000000,93000,NA,NA,NA,888,NA,33.07925,56.9083333333333
1977,"INDIANA",16900000,90000,NA,NA,NA,1188,NA,35.1265,60.6083333333333
1978,"INDIANA",16900000,89000,NA,NA,NA,1357,NA,37.58525,65.2333333333333
1979,"INDIANA",16900000,88000,NA,NA,NA,1589,NA,40.70175,72.575
1980,"INDIANA",16800000,87000,NA,NA,NA,1863,NA,44.37825,82.4083333333333
1981,"INDIANA",16800000,87000,NA,NA,NA,2031,NA,48.5215,90.925
1982,"INDIANA",16800000,85000,NA,NA,NA,1804,NA,51.53025,96.5
1983,"INDIANA",16600000,84000,NA,NA,NA,1610,NA,53.5535,99.6
1984,"INDIANA",16400000,82000,NA,NA,NA,1647,NA,55.45925,103.883333333333
1985,"INDIANA",16400000,81000,NA,NA,NA,1344,NA,57.23575,107.566666666667
1986,"INDIANA",16400000,78000,NA,NA,NA,1167,NA,58.393,109.608333333333
1987,"INDIANA",16200000,74000,NA,NA,NA,1061,NA,59.8785,113.625
1988,"INDIANA",16400000,74000,NA,NA,NA,1158,NA,61.9735,118.258333333333
1989,"INDIANA",16400000,71000,NA,NA,NA,1249,NA,64.38775,123.966666666667
1990,"INDIANA",16300000,68000,NA,NA,NA,1254,NA,66.77425,130.658333333333
1991,"INDIANA",16000000,65000,NA,NA,NA,1291,NA,68.993,136.191666666667
1992,"INDIANA",16000000,65000,NA,NA,NA,1325,NA,70.5635,140.316666666667
1993,"INDIANA",15800000,68000,NA,NA,NA,1395,NA,72.24375,144.458333333333
1994,"INDIANA",15700000,67000,NA,NA,NA,1500,NA,73.7805,148.225
1995,"INDIANA",15600000,66000,NA,NA,NA,1620,NA,75.32125,152.383333333333
1996,"INDIANA",15600000,66000,NA,NA,NA,1740,NA,76.695,156.85
1997,"INDIANA",15600000,66000,1900,NA,NA,1870,1160,78.0085,160.516666666667
1998,"INDIANA",15600000,66000,2100,NA,NA,2060,1270,78.85475,163.008333333333
1999,"INDIANA",15400000,64800,2180,NA,NA,2170,1340,80.0605,166.575
2000,"INDIANA",15200000,63400,2250,NA,NA,2260,1400,81.88275,172.2
2001,"INDIANA",15100000,62100,2330,NA,NA,2350,1470,83.75275,177.066666666667
2002,"INDIANA",15100000,60300,2440,NA,NA,2460,1560,85.0375,179.875
2003,"INDIANA",15000000,59500,2550,NA,NA,2570,1660,86.7285,183.958333333333
2004,"INDIANA",14900000,59300,2730,NA,NA,2750,1780,89.1135,188.883333333333
2005,"INDIANA",14900000,59000,2980,NA,NA,3000,1890,91.98125,195.291666666667
2006,"INDIANA",14900000,59000,3250,NA,NA,3250,2000,94.8115,201.591666666667
2007,"INDIANA",14800000,61000,3640,NA,NA,3640,2230,97.33375,207.342416666667
2008,"INDIANA",14790000,60700,4140,NA,NA,4100,2510,99.24975,215.3025
2009,"INDIANA",14790000,61100,3890,NA,NA,3960,2390,99.99975,214.537
2010,"INDIANA",14790000,61200,4270,NA,NA,4170,2340,101.217,218.0555
2011,"INDIANA",14700000,61100,5070,NA,NA,5070,2390,103.30725,224.939166666667
2012,"INDIANA",14700000,58700,5840,NA,NA,5840,2450,105.213,229.593916666667
2013,"INDIANA",14700000,58500,6590,NA,NA,6400,2500,106.90975,232.957083333333
2014,"INDIANA",14700000,58200,7050,NA,NA,6950,2550,108.82275,236.736166666667
2015,"INDIANA",14700000,57700,7000,NA,NA,7150,2600,109.9965,237.017
2016,"INDIANA",14700000,57700,7000,NA,NA,7150,2600,111.436,240.007166666667
1850,"IOWA",NA,NA,NA,NA,NA,6,NA,NA,NA
1860,"IOWA",NA,NA,NA,NA,NA,12,NA,NA,NA
1870,"IOWA",NA,NA,NA,NA,NA,20,NA,NA,NA
1880,"IOWA",NA,NA,NA,NA,NA,23,NA,NA,NA
1890,"IOWA",NA,NA,NA,NA,NA,28,NA,NA,NA
1900,"IOWA",NA,NA,NA,NA,NA,43,NA,NA,NA
1910,"IOWA",NA,217000,NA,NA,NA,96,NA,NA,NA
1911,"IOWA",NA,217000,NA,NA,NA,100,NA,NA,NA
1912,"IOWA",NA,216000,NA,NA,NA,104,NA,NA,NA
1913,"IOWA",NA,216000,NA,NA,NA,108,NA,NA,9.88333333333333
1914,"IOWA",NA,216000,NA,NA,NA,113,NA,NA,10.0166666666667
1915,"IOWA",NA,215000,NA,NA,NA,121,NA,NA,10.1083333333333
1916,"IOWA",NA,215000,NA,NA,NA,137,NA,NA,10.8833333333333
1917,"IOWA",NA,214000,NA,NA,NA,143,NA,NA,12.825
1918,"IOWA",NA,214000,NA,NA,NA,155,NA,NA,15.0416666666667
1919,"IOWA",NA,214000,NA,NA,NA,171,NA,NA,17.3333333333333
1920,"IOWA",NA,214000,NA,NA,NA,227,NA,NA,20.0416666666667
1921,"IOWA",NA,214000,NA,NA,NA,210,NA,NA,17.85
1922,"IOWA",NA,214000,NA,NA,NA,174,NA,NA,16.75
1923,"IOWA",NA,214000,NA,NA,NA,168,NA,NA,17.05
1924,"IOWA",NA,214000,NA,NA,NA,155,NA,NA,17.125
1925,"IOWA",NA,214000,NA,NA,NA,149,NA,NA,17.5416666666667
1926,"IOWA",NA,214000,NA,NA,NA,142,NA,NA,17.7
1927,"IOWA",NA,214000,NA,NA,NA,132,NA,NA,17.3583333333333
1928,"IOWA",NA,214000,NA,NA,NA,129,NA,NA,17.1583333333333
1929,"IOWA",NA,214000,NA,NA,NA,128,NA,NA,17.1583333333333
1930,"IOWA",NA,215000,NA,NA,NA,124,NA,NA,16.7
1931,"IOWA",NA,217000,NA,NA,NA,109,NA,NA,15.2083333333333
1932,"IOWA",NA,219000,NA,NA,NA,89,NA,NA,13.6416666666667
1933,"IOWA",NA,222000,NA,NA,NA,65,NA,NA,12.9333333333333
1934,"IOWA",NA,223000,NA,NA,NA,70,NA,NA,13.3833333333333
1935,"IOWA",NA,222000,NA,NA,NA,73,NA,NA,13.725
1936,"IOWA",NA,220000,NA,NA,NA,79,NA,NA,13.8666666666667
1937,"IOWA",NA,217000,NA,NA,NA,79,NA,NA,14.3833333333333
1938,"IOWA",NA,215000,NA,NA,NA,80,NA,NA,14.0916666666667
1939,"IOWA",NA,215000,NA,NA,NA,78,NA,NA,13.9083333333333
1940,"IOWA",NA,215000,NA,NA,NA,79,NA,NA,14.0083333333333
1941,"IOWA",NA,214000,NA,NA,NA,79,NA,NA,14.725
1942,"IOWA",NA,214000,NA,NA,NA,84,NA,NA,16.3333333333333
1943,"IOWA",NA,214000,NA,NA,NA,91,NA,NA,17.3083333333333
1944,"IOWA",NA,213000,NA,NA,NA,105,NA,NA,17.5916666666667
1945,"IOWA",NA,211000,NA,NA,NA,111,NA,NA,17.9916666666667
1946,"IOWA",NA,209000,NA,NA,NA,124,NA,NA,19.5166666666667
1947,"IOWA",NA,209000,NA,NA,NA,138,NA,12.886,22.325
1948,"IOWA",NA,208000,NA,NA,NA,154,NA,13.603,24.0416666666667
1949,"IOWA",NA,207000,NA,NA,NA,158,NA,13.58075,23.8083333333333
1950,"IOWA",34800000,206000,NA,NA,NA,161,NA,13.7375,24.0666666666667
1951,"IOWA",34900000,205000,NA,NA,NA,188,NA,14.7145,25.9583333333333
1952,"IOWA",34900000,203000,NA,NA,NA,199,NA,14.971,26.55
1953,"IOWA",34900000,200000,NA,NA,NA,194,NA,15.157,26.7666666666667
1954,"IOWA",34900000,197000,NA,NA,NA,192,NA,15.2975,26.85
1955,"IOWA",34900000,195000,NA,NA,NA,203,NA,15.55775,26.775
1956,"IOWA",34900000,193000,NA,NA,NA,209,NA,16.09,27.1833333333333
1957,"IOWA",34800000,191000,NA,NA,NA,221,NA,16.6245,28.0916666666667
1958,"IOWA",34800000,189000,NA,NA,NA,230,NA,16.9995,28.8583333333333
1959,"IOWA",34700000,187000,NA,NA,NA,248,NA,17.23675,29.15
1960,"IOWA",34700000,183000,NA,NA,NA,257,NA,17.4765,29.575
1961,"IOWA",34700000,178000,NA,NA,NA,242,NA,17.66775,29.8916666666667
1962,"IOWA",34700000,172000,NA,NA,NA,251,NA,17.886,30.25
1963,"IOWA",34600000,167000,NA,NA,NA,256,NA,18.08725,30.625
1964,"IOWA",34600000,162000,NA,NA,NA,265,NA,18.365,31.0166666666667
1965,"IOWA",34600000,158000,NA,NA,NA,279,NA,18.7,31.5083333333333
1966,"IOWA",34500000,155000,NA,NA,NA,310,NA,19.226,32.4583333333333
1967,"IOWA",34500000,152000,NA,NA,NA,346,NA,19.78475,33.3583333333333
1968,"IOWA",34400000,149000,NA,NA,NA,365,NA,20.62475,34.7833333333333
1969,"IOWA",34400000,147000,NA,NA,NA,382,NA,21.6415,36.6833333333333
1970,"IOWA",34400000,145000,NA,NA,NA,392,NA,22.7845,38.825
1971,"IOWA",34400000,143000,NA,NA,NA,392,NA,23.9395,40.4916666666667
1972,"IOWA",34300000,141000,NA,NA,NA,414,NA,24.97325,41.8166666666667
1973,"IOWA",34300000,139000,NA,NA,NA,466,NA,26.33475,44.4
1974,"IOWA",34300000,138000,NA,NA,NA,597,NA,28.7075,49.3083333333333
1975,"IOWA",34100000,130000,NA,NA,NA,719,NA,31.35275,53.8166666666667
